# x/m, y/m, cos, sin, vel/(m/s)
-2.63747, 5.71923, -0.435059, 0.900402, 7.7451
-2.6675, 5.78213, -0.434967, 0.900446, 7.7451
-2.70085, 5.85203, -0.434864, 0.900496, 7.7451
-2.73086, 5.91495, -0.434768, 0.900542, 7.7451
-2.76418, 5.98487, -0.43466, 0.900595, 7.7451
-2.79415, 6.04779, -0.434561, 0.900642, 7.7451
-2.83078, 6.12471, -0.434438, 0.900702, 7.7451
-2.86073, 6.18766, -0.434336, 0.900751, 7.7451
-2.89399, 6.2576, -0.43422, 0.900807, 7.7451
-2.92391, 6.32055, -0.434114, 0.900858, 7.7451
-2.9505, 6.37652, -0.434017, 0.900904, 7.7451
-2.98372, 6.44648, -0.433896, 0.900963, 7.7451
-3.01361, 6.50945, -0.433785, 0.901016, 7.7451
-3.04348, 6.57243, -0.433672, 0.901071, 7.7451
-3.07665, 6.64242, -0.433545, 0.901132, 7.7451
-3.10981, 6.71241, -0.433416, 0.901194, 7.7451
-3.13964, 6.77541, -0.433298, 0.901251, 7.7451
-3.16945, 6.83842, -0.433178, 0.901308, 7.7451
-3.20257, 6.90843, -0.433043, 0.901373, 7.7451
-3.22904, 6.96445, -0.432933, 0.901426, 7.7451
-3.26212, 7.03448, -0.432794, 0.901493, 7.7451
-3.29189, 7.09751, -0.432669, 0.901553, 7.7451
-3.32493, 7.16756, -0.432526, 0.901621, 7.7451
-3.35466, 7.2306, -0.432396, 0.901684, 7.7451
-3.38768, 7.30066, -0.432251, 0.901753, 7.7451
-3.41738, 7.36373, -0.432117, 0.901817, 7.7451
-3.45036, 7.4338, -0.431968, 0.901889, 7.7451
-3.48332, 7.50389, -0.431816, 0.901962, 7.7451
-3.51298, 7.56697, -0.431678, 0.902028, 7.7451
-3.5492, 7.64408, -0.431507, 0.90211, 7.7451
-3.57882, 7.70718, -0.431365, 0.902177, 7.7451
-3.61171, 7.7773, -0.431206, 0.902254, 7.7451
-3.6413, 7.84041, -0.431061, 0.902323, 7.7451
-3.67087, 7.90354, -0.430914, 0.902393, 7.7451
-3.70043, 7.96666, -0.430766, 0.902464, 7.7451
-3.73653, 8.04383, -0.430582, 0.902551, 7.7451
-3.76933, 8.11399, -0.430414, 0.902632, 7.7451
-3.79884, 8.17715, -0.43026, 0.902705, 7.7451
-3.82833, 8.24031, -0.430105, 0.902779, 7.7451
-3.8578, 8.30347, -0.429948, 0.902854, 7.7451
-3.88726, 8.36665, -0.42979, 0.902929, 7.7451
-3.92324, 8.44387, -0.429595, 0.903022, 7.7451
-3.95266, 8.50706, -0.429433, 0.903099, 7.7451
-3.98534, 8.57729, -0.429252, 0.903185, 7.7451
-4.01799, 8.64752, -0.429069, 0.903272, 7.7451
-4.05062, 8.71776, -0.428884, 0.90336, 7.7451
-4.08323, 8.78801, -0.428696, 0.903449, 7.7451
-4.11256, 8.85124, -0.428527, 0.903529, 7.7451
-4.14513, 8.92151, -0.428336, 0.90362, 7.7451
-4.17443, 8.98476, -0.428163, 0.903702, 7.7451
-4.20696, 9.05505, -0.427968, 0.903794, 7.7451
-4.23622, 9.11832, -0.427792, 0.903877, 7.7451
-4.26547, 9.18159, -0.427613, 0.903962, 7.7451
-4.29794, 9.25191, -0.427413, 0.904056, 7.7451
-4.32715, 9.3152, -0.427232, 0.904142, 7.7451
-4.35958, 9.38554, -0.427028, 0.904238, 7.7451
-4.38875, 9.44885, -0.426844, 0.904325, 7.7451
-4.4179, 9.51217, -0.426658, 0.904413, 7.7451
-4.45027, 9.58253, -0.426449, 0.904511, 7.7451
-4.48908, 9.66698, -0.426197, 0.90463, 7.7451
-4.51171, 9.71625, -0.426048, 0.9047, 7.7451
-4.53755, 9.77256, -0.425876, 0.904781, 7.7451
-4.56984, 9.84296, -0.425661, 0.904883, 7.7451
-4.59888, 9.90633, -0.425467, 0.904974, 7.7451
-4.62791, 9.96971, -0.425272, 0.905065, 7.7451
-4.66015, 10.0401, -0.425055, 0.905167, 7.7451
-4.69236, 10.1106, -0.424837, 0.90527, 7.7451
-4.71812, 10.1669, -0.424662, 0.905352, 7.7451
-4.74708, 10.2303, -0.424464, 0.905445, 7.7451
-4.78245, 10.3078, -0.42422, 0.905559, 7.7451
-4.81137, 10.3713, -0.424019, 0.905653, 7.7451
-4.84027, 10.4347, -0.423816, 0.905748, 7.7451
-4.86915, 10.4981, -0.42361, 0.905845, 7.7451
-4.92043, 10.611, -0.423242, 0.906017, 7.7451
-4.93325, 10.6392, -0.423148, 0.906061, 7.7451
-4.96205, 10.7026, -0.422933, 0.906161, 7.7451
-5.00681, 10.8014, -0.422597, 0.906318, 7.7451
-5.02278, 10.8367, -0.422476, 0.906374, 7.7451
-5.05469, 10.9073, -0.422225, 0.906491, 7.7451
-5.08339, 10.9708, -0.421998, 0.906597, 7.7451
-5.11525, 11.0414, -0.421742, 0.906716, 7.7451
-5.14706, 11.112, -0.42148, 0.906838, 7.7451
-5.17567, 11.1756, -0.42124, 0.906949, 7.7451
-5.20742, 11.2462, -0.420969, 0.907075, 7.7451
-5.23913, 11.3169, -0.420692, 0.907203, 7.7451
-5.26763, 11.3805, -0.420438, 0.907321, 7.7451
-5.2961, 11.4441, -0.420178, 0.907442, 7.7451
-5.32769, 11.5149, -0.419884, 0.907578, 7.7451
-5.35923, 11.5856, -0.419582, 0.907717, 7.7451
-5.39703, 11.6705, -0.419213, 0.907888, 7.7451
-5.41905, 11.7201, -0.418994, 0.907989, 7.7451
-5.44732, 11.7838, -0.418704, 0.908123, 7.7451
-5.48809, 11.8758, -0.418277, 0.90832, 7.7451
-5.51001, 11.9254, -0.418043, 0.908427, 7.7451
-5.53815, 11.9892, -0.417732, 0.90857, 7.7451
-5.56625, 12.053, -0.417416, 0.908715, 7.7451
-5.59431, 12.1168, -0.417095, 0.908863, 7.7451
-5.62543, 12.1878, -0.416728, 0.909031, 7.7451
-5.6565, 12.2587, -0.416355, 0.909202, 7.7451
-5.68441, 12.3226, -0.416011, 0.90936, 7.7451
-5.71536, 12.3936, -0.41562, 0.909538, 7.7451
-5.74317, 12.4575, -0.41526, 0.909703, 7.7451
-5.77402, 12.5286, -0.414852, 0.909889, 7.7451
-5.8048, 12.5997, -0.414435, 0.910079, 7.7451
-5.83246, 12.6637, -0.414054, 0.910252, 7.7451
-5.86314, 12.7348, -0.413623, 0.910448, 7.7451
-5.89374, 12.806, -0.413182, 0.910649, 7.7451
-5.92123, 12.87, -0.412774, 0.910833, 7.7451
-5.9517, 12.9413, -0.41231, 0.911043, 7.7451
-5.98209, 13.0125, -0.411832, 0.91126, 7.7451
-6.00936, 13.0767, -0.411387, 0.911461, 7.7451
-6.03957, 13.148, -0.410876, 0.911691, 7.7451
-6.06667, 13.2123, -0.410398, 0.911906, 7.7451
-6.09368, 13.2765, -0.409903, 0.912129, 7.7451
-6.12359, 13.348, -0.409333, 0.912385, 7.7451
-6.15039, 13.4124, -0.408798, 0.912625, 7.7451
-6.1771, 13.4768, -0.408244, 0.912873, 7.7451
-6.21256, 13.5627, -0.407478, 0.913215, 7.7451
-6.23611, 13.6201, -0.406951, 0.91345, 7.7451
-6.26542, 13.6918, -0.406265, 0.913755, 7.7451
-6.28877, 13.7492, -0.405701, 0.914006, 7.7451
-6.32077, 13.8282, -0.404908, 0.914357, 7.7451
-6.34686, 13.8929, -0.404246, 0.91465, 7.7451
-6.37571, 13.9648, -0.403486, 0.914986, 7.7451
-6.40158, 14.0296, -0.402786, 0.915294, 7.7451
-6.43022, 14.1016, -0.401994, 0.915642, 7.7451
-6.4559, 14.1665, -0.401268, 0.915961, 7.7451
-6.48148, 14.2314, -0.400525, 0.916286, 7.7451
-6.5098, 14.3035, -0.399688, 0.916651, 7.7451
-6.53518, 14.3685, -0.398921, 0.916985, 7.7451
-6.57729, 14.4768, -0.397624, 0.917549, 7.7451
-6.58849, 14.5058, -0.397273, 0.917701, 7.7451
-6.61359, 14.5708, -0.396469, 0.918048, 7.7451
-6.64139, 14.6432, -0.395568, 0.918437, 7.7451
-6.66632, 14.7083, -0.394749, 0.918789, 7.7451
-6.68841, 14.7663, -0.394012, 0.919105, 7.7451
-6.71317, 14.8315, -0.393172, 0.919465, 7.7451
-6.74059, 14.904, -0.392235, 0.919865, 7.7451
-6.77063, 14.9838, -0.391192, 0.920309, 7.7451
-6.79512, 15.0491, -0.39033, 0.920675, 7.7451
-6.81684, 15.1072, -0.389561, 0.921001, 7.7451
-6.84657, 15.1872, -0.388492, 0.921452, 7.7451
-6.87349, 15.2599, -0.387514, 0.921864, 7.7451
-6.89765, 15.3253, -0.386629, 0.922235, 7.7451
-6.9244, 15.3981, -0.385639, 0.92265, 7.7451
-6.94839, 15.4636, -0.384743, 0.923024, 7.7451
-6.97497, 15.5364, -0.383744, 0.92344, 7.7451
-6.9988, 15.602, -0.38284, 0.923815, 7.7451
-7.02257, 15.6676, -0.381933, 0.92419, 7.7451
-7.04888, 15.7405, -0.380922, 0.924607, 7.7451
-7.0725, 15.8062, -0.380012, 0.924981, 7.7451
-7.09866, 15.8792, -0.378998, 0.925397, 7.7451
-7.12474, 15.9522, -0.377984, 0.925812, 7.7451
-7.14815, 16.0179, -0.377072, 0.926184, 7.7451
-7.17149, 16.0836, -0.37616, 0.926555, 7.7451
-7.19735, 16.1567, -0.375145, 0.926966, 7.7451
-7.22312, 16.2299, -0.374129, 0.927377, 7.7451
-7.24881, 16.303, -0.373112, 0.927786, 7.7451
-7.27187, 16.3689, -0.372197, 0.928154, 7.7451
-7.29486, 16.4347, -0.371279, 0.928521, 7.7451
-7.32031, 16.508, -0.370256, 0.92893, 7.7451
-7.34315, 16.5739, -0.369335, 0.929296, 7.7451
-7.36844, 16.6472, -0.368308, 0.929704, 7.7451
-7.39363, 16.7205, -0.367275, 0.930113, 7.7451
-7.41872, 16.7939, -0.366237, 0.930521, 7.7451
-7.44123, 16.8599, -0.365299, 0.93089, 7.7451
-7.46613, 16.9333, -0.364251, 0.931301, 7.7451
-7.48847, 16.9994, -0.363302, 0.931672, 7.7451
-7.51318, 17.0729, -0.362242, 0.932084, 7.7451
-7.53534, 17.1391, -0.361283, 0.932456, 7.7451
-7.55986, 17.2127, -0.360211, 0.932871, 7.7451
-7.58185, 17.2789, -0.359241, 0.933245, 7.7451
-7.60617, 17.3525, -0.358157, 0.933661, 7.7451
-7.62797, 17.4188, -0.357174, 0.934038, 7.7451
-7.65209, 17.4925, -0.356077, 0.934457, 7.7451
-7.67371, 17.5588, -0.355083, 0.934835, 7.7451
-7.70238, 17.6474, -0.353751, 0.93534, 7.7451
-7.71905, 17.699, -0.352968, 0.935635, 7.7451
-7.74276, 17.7729, -0.351845, 0.936058, 7.7451
-7.77576, 17.8763, -0.350264, 0.936651, 7.7451
-7.7875, 17.9132, -0.349694, 0.936864, 7.7451
-7.81089, 17.9872, -0.348548, 0.937291, 7.7451
-7.83186, 18.0537, -0.347516, 0.937674, 7.7451
-7.85503, 18.1277, -0.346358, 0.938102, 7.7451
-7.87579, 18.1944, -0.345307, 0.93849, 7.7451
-7.89646, 18.261, -0.344251, 0.938877, 7.7451
-7.91932, 18.3351, -0.343074, 0.939308, 7.7451
-7.94206, 18.4093, -0.341888, 0.939741, 7.7451
-7.96243, 18.476, -0.340813, 0.940131, 7.7451
-7.9827, 18.5428, -0.339732, 0.940522, 7.7451
-8.00288, 18.6097, -0.338645, 0.940914, 7.7451
-8.02519, 18.6839, -0.337433, 0.94135, 7.7451
-8.04518, 18.7508, -0.336335, 0.941742, 7.7451
-8.06726, 18.8252, -0.335108, 0.94218, 7.7451
-8.08705, 18.8921, -0.333998, 0.942574, 7.7451
-8.10891, 18.9665, -0.332758, 0.943012, 7.7451
-8.12849, 19.0335, -0.331635, 0.943408, 7.7451
-8.15013, 19.108, -0.330382, 0.943847, 7.7451
-8.16951, 19.1751, -0.329249, 0.944243, 7.7451
-8.18878, 19.2422, -0.328109, 0.94464, 7.7451
-8.21008, 19.3168, -0.326836, 0.945081, 7.7451
-8.23128, 19.3914, -0.32556, 0.945522, 7.7451
-8.26489, 19.5109, -0.323505, 0.946226, 7.7451
-8.27118, 19.5333, -0.323118, 0.946359, 7.7451
-8.28993, 19.6005, -0.321948, 0.946757, 7.7451
-8.31066, 19.6753, -0.320645, 0.947199, 7.7451
-8.33333, 19.7575, -0.319209, 0.947684, 7.7451
-8.35381, 19.8323, -0.317895, 0.948126, 7.7451
-8.37011, 19.8922, -0.316839, 0.948479, 7.7451
-8.3944, 19.9821, -0.315251, 0.949008, 7.7451
-8.41052, 20.042, -0.314187, 0.949361, 7.7451
-8.42856, 20.1095, -0.312987, 0.949757, 7.7451
-8.44649, 20.177, -0.311781, 0.950154, 7.7451
-8.46826, 20.2595, -0.310301, 0.950638, 7.7451
-8.48401, 20.3195, -0.309222, 0.95099, 7.7451
-8.50359, 20.3946, -0.307866, 0.95143, 7.7451
-8.52109, 20.4622, -0.306638, 0.951826, 7.7451
-8.54043, 20.5373, -0.305271, 0.952266, 7.7451
-8.55774, 20.6049, -0.30404, 0.952659, 7.7451
-8.57304, 20.6651, -0.302939, 0.95301, 7.7451
-8.59204, 20.7403, -0.301558, 0.953448, 7.7451
-8.60905, 20.808, -0.300312, 0.953841, 7.7451
-8.62968, 20.8909, -0.298782, 0.954322, 7.7451
-8.64646, 20.9586, -0.297526, 0.954714, 7.7451
-8.66499, 21.034, -0.296126, 0.955149, 7.7451
-8.68155, 21.1018, -0.294861, 0.95554, 7.7451
-8.69984, 21.1772, -0.293451, 0.955974, 7.7451
-8.71619, 21.2451, -0.292176, 0.956365, 7.7451
-8.73417, 21.3204, -0.29076, 0.956796, 7.69748
-8.75017, 21.3877, -0.28949, 0.957181, 7.65462
-8.76779, 21.4623, -0.288085, 0.957605, 7.6563
-8.78358, 21.5296, -0.286821, 0.957984, 7.65917
-8.801, 21.6043, -0.285411, 0.958405, 7.6623
-8.81657, 21.6716, -0.284134, 0.958784, 7.66502
-8.83206, 21.739, -0.282856, 0.959162, 7.66765
-8.84745, 21.8064, -0.281573, 0.95954, 7.67018
-8.86443, 21.8814, -0.280141, 0.959959, 7.67291
-8.87961, 21.9489, -0.278846, 0.960336, 7.67528
-8.89469, 22.0164, -0.277548, 0.960712, 7.67756
-8.91132, 22.0916, -0.276098, 0.96113, 7.68002
-8.92782, 22.1667, -0.274641, 0.961547, 7.68239
-8.94258, 22.2344, -0.273327, 0.961921, 7.68445
-8.95887, 22.3097, -0.271863, 0.962336, 7.68665
-8.97502, 22.385, -0.270392, 0.96275, 7.68878
-8.99422, 22.4755, -0.26862, 0.963246, 7.69124
-9.00694, 22.5358, -0.267436, 0.963576, 7.69282
-9.01958, 22.5961, -0.266247, 0.963905, 7.69433
-9.03525, 22.6716, -0.264754, 0.964316, 7.69617
-9.0508, 22.7472, -0.263259, 0.964725, 7.69795
-9.06469, 22.8152, -0.261907, 0.965093, 7.69949
-9.07847, 22.8833, -0.260551, 0.96546, 7.70098
-9.09517, 22.9665, -0.258889, 0.965907, 7.70273
-9.10723, 23.0271, -0.257678, 0.966231, 7.70397
-9.12217, 23.1028, -0.256155, 0.966636, 7.70545
-9.1355, 23.171, -0.254779, 0.966999, 7.70675
-9.14728, 23.2317, -0.253557, 0.967321, 7.70786
-9.16333, 23.3151, -0.25187, 0.967761, 7.70934
-9.17777, 23.391, -0.250331, 0.96816, 7.71064
-9.19209, 23.467, -0.248786, 0.968558, 7.71189
-9.20488, 23.5354, -0.247395, 0.968915, 7.71298
-9.21756, 23.6038, -0.245999, 0.96927, 7.71402
-9.23012, 23.6722, -0.244597, 0.969625, 7.71503
-9.24396, 23.7483, -0.243039, 0.970016, 7.71612
-9.25631, 23.8168, -0.241632, 0.970368, 7.71707
-9.26854, 23.8853, -0.24022, 0.970719, 7.71798
-9.28201, 23.9615, -0.238647, 0.971106, 7.71896
-9.29402, 24.0301, -0.237228, 0.971454, 7.71981
-9.30723, 24.1063, -0.235646, 0.971839, 7.72073
-9.3203, 24.1826, -0.234062, 0.972222, 7.72161
-9.33325, 24.2589, -0.232474, 0.972603, 7.72246
-9.3448, 24.3276, -0.231041, 0.972944, 7.7232
-9.35623, 24.3963, -0.229604, 0.973284, 7.72391
-9.3663, 24.4574, -0.228325, 0.973585, 7.72452
-9.38, 24.5415, -0.226562, 0.973997, 7.72534
-9.39596, 24.6409, -0.224473, 0.97448, 7.72627
-9.40085, 24.6714, -0.223828, 0.974629, 7.72655
-9.41293, 24.7479, -0.222213, 0.974998, 7.72721
-9.42487, 24.8245, -0.220594, 0.975366, 7.72785
-9.43551, 24.8934, -0.219134, 0.975695, 7.72842
-9.44605, 24.9623, -0.217671, 0.976022, 7.72896
-9.45875, 25.0466, -0.215878, 0.97642, 7.7296
-9.47016, 25.1232, -0.214246, 0.97678, 7.73016
-9.47921, 25.1845, -0.212937, 0.977066, 7.7306
-9.49147, 25.2689, -0.211131, 0.977458, 7.73117
-9.5014, 25.3379, -0.209651, 0.977776, 7.73162
-9.51014, 25.3993, -0.208335, 0.978057, 7.73201
-9.51985, 25.4684, -0.206849, 0.978373, 7.73244
-9.53985, 25.6143, -0.203699, 0.979034, 7.7333
-9.54195, 25.6297, -0.203367, 0.979103, 7.73339
-9.54922, 25.6834, -0.202202, 0.979344, 7.73368
-9.55949, 25.7603, -0.200537, 0.979686, 7.73409
-9.56861, 25.8294, -0.199036, 0.979992, 7.73445
-9.57861, 25.9063, -0.197364, 0.98033, 7.73483
-9.58749, 25.9756, -0.195856, 0.980633, 7.73517
-9.59626, 26.0448, -0.194346, 0.980933, 7.73549
-9.60587, 26.1217, -0.192665, 0.981265, 7.73584
-9.61627, 26.2064, -0.190813, 0.981626, 7.7362
-9.62466, 26.2757, -0.189294, 0.981921, 7.73649
-9.63385, 26.3527, -0.187603, 0.982245, 7.7368
-9.64907, 26.4837, -0.184724, 0.982791, 7.73732
-9.65085, 26.4991, -0.184384, 0.982854, 7.73737
-9.65789, 26.5608, -0.183023, 0.983109, 7.73759
-9.6657, 26.6301, -0.18149, 0.983393, 7.73783
-9.67424, 26.7072, -0.179785, 0.983706, 7.73809
-9.68263, 26.7844, -0.178075, 0.984017, 7.73835
-9.69007, 26.8538, -0.176534, 0.984295, 7.73857
-9.6982, 26.9309, -0.174821, 0.9846, 7.7388
-9.70618, 27.0081, -0.173103, 0.984904, 7.73903
-9.7148, 27.093, -0.171211, 0.985234, 7.73927
-9.72173, 27.1625, -0.16966, 0.985503, 7.73946
-9.72929, 27.2397, -0.167934, 0.985798, 7.73967
-9.73597, 27.3093, -0.166377, 0.986062, 7.73984
-9.74325, 27.3865, -0.164645, 0.986353, 7.74003
-9.7504, 27.4638, -0.162911, 0.986641, 7.74022
-9.75671, 27.5333, -0.161348, 0.986898, 7.74037
-9.76359, 27.6107, -0.159609, 0.98718, 7.74054
-9.76965, 27.6802, -0.158039, 0.987433, 7.74069
-9.77625, 27.7576, -0.156294, 0.987711, 7.74085
-9.78271, 27.8349, -0.154547, 0.987985, 7.741
-9.78902, 27.9123, -0.152797, 0.988258, 7.74115
-9.79458, 27.9819, -0.151218, 0.9885, 7.74128
-9.79943, 28.0438, -0.149814, 0.988714, 7.74139
-9.80593, 28.1289, -0.147881, 0.989005, 7.74154
-9.81226, 28.2141, -0.145945, 0.989293, 7.74168
-9.81622, 28.2683, -0.144711, 0.989474, 7.74177
-9.82172, 28.3457, -0.142946, 0.989731, 7.74189
-9.82707, 28.4231, -0.141174, 0.989985, 7.742
-9.83177, 28.4929, -0.139581, 0.990211, 7.7421
-9.83736, 28.5781, -0.137634, 0.990483, 7.74222
-9.84228, 28.6555, -0.135858, 0.990728, 7.74233
-9.84613, 28.7175, -0.134435, 0.990922, 7.74241
-9.85034, 28.7873, -0.132835, 0.991138, 7.74249
-9.8553, 28.8725, -0.130872, 0.991399, 7.7426
-9.85925, 28.9423, -0.129267, 0.99161, 7.74268
-9.86268, 29.0043, -0.127842, 0.991795, 7.74275
-9.8668, 29.0818, -0.126054, 0.992023, 7.74283
-9.8704, 29.1516, -0.124442, 0.992227, 7.74291
-9.87425, 29.2292, -0.122652, 0.99245, 7.74299
-9.8776, 29.299, -0.121037, 0.992648, 7.74305
-9.88218, 29.3998, -0.118701, 0.99293, 7.74315
-9.88458, 29.4541, -0.117442, 0.99308, 7.7432
-9.88911, 29.5627, -0.114924, 0.993374, 7.74329
-9.89037, 29.5937, -0.114202, 0.993458, 7.74332
-9.89339, 29.6713, -0.112398, 0.993663, 7.74338
-9.89627, 29.7489, -0.110595, 0.993866, 7.74345
-9.89873, 29.8188, -0.108966, 0.994045, 7.7435
-9.90133, 29.8964, -0.107156, 0.994242, 7.74356
-9.90401, 29.9817, -0.105164, 0.994455, 7.74362
-9.90608, 30.0516, -0.103532, 0.994626, 7.74367
-9.90824, 30.1292, -0.101719, 0.994813, 7.74372
-9.91007, 30.1991, -0.100084, 0.994979, 7.74376
-9.91194, 30.2767, -0.0982651, 0.99516, 7.74381
-9.91368, 30.3544, -0.0964451, 0.995338, 7.74386
-9.91526, 30.432, -0.0946234, 0.995513, 7.7439
-9.91657, 30.5019, -0.0929822, 0.995668, 7.74394
-9.91776, 30.5718, -0.0913389, 0.99582, 7.74398
-9.91884, 30.6416, -0.0896968, 0.995969, 7.74402
-9.91979, 30.7115, -0.0880516, 0.996116, 7.74405
-9.9207, 30.7892, -0.0862207, 0.996276, 7.74409
-9.92153, 30.8746, -0.0842083, 0.996448, 7.74413
-9.92214, 30.9523, -0.0823765, 0.996601, 7.74416
-9.92256, 31.0222, -0.0807245, 0.996736, 7.74419
-9.92288, 31.0998, -0.0788879, 0.996883, 7.74423
-9.92305, 31.1697, -0.0772345, 0.997013, 7.74426
-9.92311, 31.2318, -0.0757626, 0.997126, 7.74428
-9.92303, 31.3095, -0.0739209, 0.997264, 7.74431
-9.92277, 31.3949, -0.071894, 0.997412, 7.74434
-9.92239, 31.4726, -0.0700519, 0.997543, 7.74437
-9.92186, 31.5503, -0.0682077, 0.997671, 7.74439
-9.92118, 31.6279, -0.0663599, 0.997796, 7.74442
-9.92044, 31.6978, -0.0646959, 0.997905, 7.74444
-9.91948, 31.7755, -0.0628463, 0.998023, 7.74447
-9.91811, 31.8687, -0.0606236, 0.998161, 7.74449
-9.91724, 31.923, -0.0593261, 0.998239, 7.74451
-9.91615, 31.9852, -0.0578423, 0.998326, 7.74452
-9.91479, 32.0551, -0.0561676, 0.998421, 7.74454
-9.91296, 32.1405, -0.054125, 0.998534, 7.74457
-9.91116, 32.2181, -0.0522676, 0.998633, 7.74459
-9.90941, 32.288, -0.0505947, 0.998719, 7.7446
-9.90732, 32.3657, -0.048733, 0.998812, 7.74462
-9.90531, 32.4355, -0.0470555, 0.998892, 7.74464
-9.90344, 32.4976, -0.0455642, 0.998961, 7.74465
-9.90068, 32.583, -0.0435123, 0.999053, 7.74467
-9.8983, 32.6529, -0.0418321, 0.999125, 7.74468
-9.89609, 32.715, -0.0403376, 0.999186, 7.74469
-9.89349, 32.7849, -0.0386561, 0.999253, 7.74471
-9.89044, 32.8625, -0.0367859, 0.999323, 7.74472
-9.88725, 32.9401, -0.034914, 0.99939, 7.74473
-9.8846, 33.0022, -0.0334158, 0.999442, 7.74474
-9.88114, 33.0798, -0.0315432, 0.999502, 7.74476
-9.87715, 33.1651, -0.0294805, 0.999565, 7.74477
-9.87219, 33.266, -0.0270419, 0.999634, 7.74479
-9.86985, 33.3125, -0.0259165, 0.999664, 7.74479
-9.86621, 33.3823, -0.0242262, 0.999707, 7.7448
-9.86201, 33.4599, -0.0223437, 0.99975, 7.74481
-9.85677, 33.553, -0.0200878, 0.999798, 7.74483
-9.8541, 33.5995, -0.0189599, 0.99982, 7.74483
-9.84949, 33.677, -0.0170771, 0.999854, 7.74484
-9.84471, 33.7546, -0.0151867, 0.999885, 7.74485
-9.8413, 33.8088, -0.0138688, 0.999904, 7.74486
-9.83682, 33.8786, -0.0121753, 0.999926, 7.74486
-9.83165, 33.9561, -0.0102823, 0.999947, 7.74487
-9.82636, 34.0336, -0.00839797, 0.999965, 7.74488
-9.8215, 34.1034, -0.00670576, 0.999978, 7.74489
-9.81648, 34.1731, -0.00500381, 0.999987, 7.74489
-9.81077, 34.2506, -0.00311467, 0.999995, 7.7449
-9.80492, 34.328, -0.00122881, 0.999999, 7.74491
-9.7983, 34.4132, 0.000850201, 1, 7.74492
-9.79276, 34.4829, 0.002552, 0.999997, 7.74492
-9.78646, 34.5603, 0.00444126, 0.99999, 7.74493
-9.78067, 34.63, 0.00614402, 0.999981, 7.74493
-9.77408, 34.7074, 0.00803658, 0.999968, 7.74494
-9.76804, 34.7771, 0.00974059, 0.999953, 7.74495
-9.76187, 34.8467, 0.0114444, 0.999934, 7.74495
-9.75487, 34.9241, 0.0133391, 0.999911, 7.74496
-9.74844, 34.9937, 0.0150446, 0.999887, 7.74496
-9.7419, 35.0633, 0.0167501, 0.99986, 7.74497
-9.73448, 35.1406, 0.0186486, 0.999826, 7.74497
-9.72768, 35.2102, 0.0203558, 0.999793, 7.74497
-9.71998, 35.2875, 0.0222531, 0.999752, 7.74498
-9.71292, 35.3571, 0.0239622, 0.999713, 7.74498
-9.70575, 35.4266, 0.0256701, 0.999671, 7.74499
-9.69763, 35.5039, 0.0275696, 0.99962, 7.74499
-9.69104, 35.5657, 0.0290882, 0.999577, 7.74499
-9.68181, 35.6506, 0.0311768, 0.999514, 7.745
-9.67325, 35.7278, 0.0330779, 0.999453, 7.745
-9.66544, 35.7973, 0.0347888, 0.999395, 7.745
-9.6575, 35.8668, 0.0365004, 0.999334, 7.74501
-9.64669, 35.9594, 0.0387863, 0.999248, 7.74501
-9.64032, 36.0134, 0.0401184, 0.999195, 7.74501
-9.63107, 36.0905, 0.0420203, 0.999117, 7.74502
-9.62168, 36.1676, 0.0439235, 0.999035, 7.74502
-9.61213, 36.2447, 0.0458265, 0.998949, 7.74502
-9.60342, 36.3141, 0.0475399, 0.998869, 7.74503
-9.59458, 36.3834, 0.0492565, 0.998786, 7.74503
-9.58461, 36.4605, 0.0511623, 0.99869, 7.74503
-9.57449, 36.5375, 0.0530689, 0.998591, 7.74503
-9.56526, 36.6068, 0.0547865, 0.998498, 7.74503
-9.55591, 36.6761, 0.0565042, 0.998402, 7.74504
-9.54537, 36.7531, 0.0584137, 0.998292, 7.74504
-9.53467, 36.83, 0.0603247, 0.998179, 7.74504
-9.52384, 36.907, 0.0622333, 0.998062, 7.74504
-9.51286, 36.9839, 0.064142, 0.997941, 7.74505
-9.50285, 37.0531, 0.0658611, 0.997829, 7.74505
-9.49159, 37.1299, 0.0677699, 0.997701, 7.74505
-9.48017, 37.2068, 0.06968, 0.997569, 7.74505
-9.46978, 37.2759, 0.071399, 0.997448, 7.74505
-9.45927, 37.3451, 0.0731168, 0.997323, 7.74505
-9.44864, 37.4142, 0.0748363, 0.997196, 7.74506
-9.43909, 37.4756, 0.0763635, 0.99708, 7.74506
-9.42823, 37.5447, 0.0780818, 0.996947, 7.74506
-9.41726, 37.6137, 0.0798, 0.996811, 7.74506
-9.40491, 37.6904, 0.0817113, 0.996656, 7.74506
-9.39242, 37.7671, 0.0836202, 0.996498, 7.74506
-9.38106, 37.8361, 0.0853372, 0.996352, 7.74506
-9.36957, 37.9051, 0.087056, 0.996203, 7.74506
-9.35667, 37.9817, 0.0889649, 0.996035, 7.74507
-9.34494, 38.0506, 0.0906818, 0.99588, 7.74507
-9.33308, 38.1195, 0.0923997, 0.995722, 7.74507
-9.31976, 38.196, 0.0943096, 0.995543, 7.74507
-9.30765, 38.2649, 0.096028, 0.995379, 7.74507
-9.29543, 38.3337, 0.097744, 0.995212, 7.74507
-9.27892, 38.4255, 0.100034, 0.994984, 7.74507
-9.26781, 38.4866, 0.101562, 0.994829, 7.74507
